Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:79L5HPnVecmhhNx4wzMEdP,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 14","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,36333,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.439,0.367,10,-18.927,1,0.0344,0.992,0.967,0.12,0.963,106.219,4
spotify:track:1wgoThzFSiSjTpN2yicfVk,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 15","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,41666,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.248,0.23,10,-16.037,1,0.0316,0.989,0.864,0.186,0.623,209.61,4
spotify:track:51bqtn5dC9W0Jzetvtf4pG,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 16","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,30893,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.423,0.0581,10,-31.535,1,0.0371,0.994,0.911,0.111,0.934,121.819,4
spotify:track:39NXk7hFTPkcAwsLHGz2HA,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 17","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,26840,0,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.43,0.223,10,-29.367,1,0.0459,0.993,0.897,0.117,0.449,77.906,4
spotify:track:6V05xMiDvNwD1czJ3bOcwc,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 18","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,53866,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.377,0.0203,10,-29.612,1,0.0334,0.991,0.935,0.104,0.299,91.631,3
spotify:track:3LJKAPvuBrwAaW7iYnUaBp,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 19","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,64426,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.268,0.0184,10,-32.828,1,0.0428,0.995,0.876,0.113,0.135,174.078,3
spotify:track:21xdTZ6MgkF9hbalhDmVAY,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 20","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,67200,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.566,0.115,1,-26.648,0,0.0642,0.995,0.861,0.104,0.0645,73.862,3
spotify:track:1ZQNsGTZnnTyAaKlAuF9DL,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 21","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,44440,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.269,0.0269,7,-31.649,0,0.0341,0.992,0.847,0.181,0.129,31.326,4
spotify:track:0dRF8JeclTwFxzR5PLFeTJ,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 22","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,48893,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.44,0.0171,3,-34.657,1,0.0317,0.996,0.901,0.126,0.503,79.308,4
spotify:track:2Fy8pLqGscsXAsigxggt2y,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 23","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,38906,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.515,0.368,10,-21.896,1,0.0468,0.993,0.96,0.107,0.967,148.983,3
spotify:track:4Teh7I1DPuCI9rKCH13RaG,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 24","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,34933,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.309,0.319,10,-19.764,0,0.0335,0.979,0.852,0.115,0.493,107.449,4
spotify:track:1V0Ack48or79FyBY3DkYzY,"Variations & Fugue on a Theme by Handel, Op. 24: Variation 25","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,35333,2,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.404,0.431,10,-16.06,1,0.043,0.983,0.788,0.174,0.961,113.965,3
spotify:track:4XOHSC8AxQeivAjzbEOTrE,"Variations & Fugue on a Theme by Handel, Op. 24: Fugue","Brahms: 25 Variations & Fugue on a Theme by Handel, Op. 24, 6 Klavierstücke, Op. 118 & 2 Rhapsodies, Op. 79","Johannes Brahms;Emanuel Ax",1992-04-30,295293,3,false,1224596573,2013-08-08T02:33:41Z,"classical,classical piano,chamber music,orchestral","Sony Classical",0.337,0.337,10,-17.851,1,0.0398,0.988,0.862,0.104,0.334,94.249,4
spotify:track:6oEez6my8VMBVzVYOxmuur,"String Sextet No. 1 in B flat major, Op. 18: Allegro ma non troppo","Brahms: The String Sextets","Johannes Brahms;Nash Ensemble",2007-05-30,915946,13,false,1224596573,2019-11-24T07:36:36Z,"classical,classical piano,chamber music,orchestral,impressionism","Onyx Classics",0.239,0.0674,5,-21.991,1,0.0497,0.952,0.685,0.104,0.0538,118.415,3
spotify:track:4VRcCHaxMHugywsyc33xZa,"String Sextet No. 1 in B flat major, Op. 18: Andante ma moderato","Brahms: The String Sextets","Johannes Brahms;Nash Ensemble",2007-05-30,582493,19,false,1224596573,2019-11-24T07:36:36Z,"classical,classical piano,chamber music,orchestral,impressionism","Onyx Classics",0.172,0.0781,0,-21.405,1,0.0421,0.966,0.735,0.119,0.0849,88.385,4
spotify:track:6XJGRf9IzvOH9dKAzJGCk5,"String Sextet No. 1 in B flat major, Op. 18: Scherzo: Allegro molto","Brahms: The String Sextets","Johannes Brahms;Nash Ensemble",2007-05-30,176533,10,false,1224596573,2019-11-24T07:36:36Z,"classical,classical piano,chamber music,orchestral,impressionism","Onyx Classics",0.355,0.197,5,-17.839,1,0.0469,0.93,0.777,0.085,0.576,71.216,4
spotify:track:1hfOpHhhmr5h4XqjXiujpX,"String Sextet No. 1 in B flat major, Op. 18: Rondo: Poco allegretto e grazioso","Brahms: The String Sextets","Johannes Brahms;Nash Ensemble",2007-05-30,669160,9,false,1224596573,2019-11-24T07:36:36Z,"classical,classical piano,chamber music,orchestral,impressionism","Onyx Classics",0.237,0.0603,10,-21.82,1,0.0463,0.969,0.604,0.144,0.115,93.346,4
spotify:track:3NpDUBHbwWzkgf6twX0YBr,"String Sextet No. 2 in G major, Op. 36: Allegro non troppo","Brahms: The String Sextets","Johannes Brahms;Nash Ensemble",2007-05-30,848413,10,false,1224596573,2019-11-24T07:36:36Z,"classical,classical piano,chamber music,orchestral,impressionism","Onyx Classics",0.141,0.0547,2,-22.013,1,0.0451,0.95,0.636,0.0745,0.0777,180.987,3
spotify:track:3a2o9G7jpk8djAFHvVDBWR,"String Sextet No. 2 in G major, Op. 36: Scherzo: Allegro non troppo","Brahms: The String Sextets","Johannes Brahms;Nash Ensemble",2007-05-30,422066,8,false,1224596573,2019-11-24T07:36:36Z,"classical,classical piano,chamber music,orchestral,impressionism","Onyx Classics",0.244,0.0422,7,-22.284,1,0.0478,0.956,0.332,0.273,0.2,96.28,4
spotify:track:4mb9QYwPWN912njsuaTDH7,"String Sextet No. 2 in G major, Op. 36: Poco adagio","Brahms: The String Sextets","Johannes Brahms;Nash Ensemble",2007-05-30,533133,7,false,1224596573,2019-11-24T07:36:36Z,"classical,classical piano,chamber music,orchestral,impressionism","Onyx Classics",0.142,0.0486,4,-24.59,0,0.0479,0.944,0.859,0.101,0.064,80.536,4
spotify:track:4S1ccz6jcZn4uGzPQ5ptLN,"String Sextet No. 2 in G major, Op. 36: Poco allegro","Brahms: The String Sextets","Johannes Brahms;Nash Ensemble",2007-05-30,491906,7,false,1224596573,2019-11-24T07:36:36Z,"classical,classical piano,chamber music,orchestral,impressionism","Onyx Classics",0.239,0.105,7,-21.757,1,0.041,0.963,0.787,0.0456,0.322,85.911,4
spotify:track:0MyQ1kg8NdhcE7AtXiKqJ3,"Rhapsody in B Minor, Op. 79 No. 1","Brahms: Piano Pieces, Opp.117, 118, 119","Johannes Brahms;Radu Lupu",1987-01-01,600773,25,false,1224596573,2025-11-11T06:28:18Z,"classical,classical piano,chamber music,orchestral","Decca Music Group Ltd.",0.284,0.121,6,-20.133,1,0.0384,0.981,0.874,0.116,0.0436,61.088,5
spotify:track:1hFeAMQO9TFP3DZBghfSjS,"2 Rhapsodies, Op. 79: No. 2 in G Minor. Molto passionato, ma non troppo allegro","Martha Argerich - Debut Recital","Johannes Brahms;Martha Argerich",1995-01-01,391506,20,false,1224596573,2025-11-11T06:28:44Z,"classical,classical piano,chamber music,orchestral,impressionism,concerto","Deutsche Grammophon (DG)",0.28,0.104,7,-18.989,0,0.0394,0.993,0.905,0.219,0.115,65.577,4
spotify:track:6eEXw1tthSVI1MNdZuJGGb,"Brahms: Variations on a Theme by Paganini, Op. 35: Book I","Brahms: Paganini Variations, Op. 35, Intermezzi, Op. 117 & Rhapsodies, Op. 79","Johannes Brahms;François-René Duchâble",1990-01-01,764893,1,false,1224596573,2025-11-11T06:39:58Z,"classical,classical piano,chamber music,orchestral,impressionism","Warner Classics",0.271,0.121,2,-21.55,0,0.0404,0.991,0.886,0.13,0.0764,69.611,3
spotify:track:7j8jKf5YRFQnfgMfnPEMG1,"Brahms: Variations on a Theme by Paganini, Op. 35: Book II","Brahms: Paganini Variations, Op. 35, Intermezzi, Op. 117 & Rhapsodies, Op. 79","Johannes Brahms;François-René Duchâble",1990-01-01,642146,1,false,1224596573,2025-11-11T06:40:13Z,"classical,classical piano,chamber music,orchestral,impressionism","Warner Classics",0.409,0.125,9,-21.285,0,0.0536,0.988,0.908,0.0988,0.084,67.17,4
spotify:track:5Udff7eOgYF46QRBUfx7P0,"Brahms: 2 Rhapsodies, Op. 79: No. 1 in B Minor","Brahms: Paganini Variations, Op. 35, Intermezzi, Op. 117 & Rhapsodies, Op. 79","Johannes Brahms;François-René Duchâble",1990-01-01,565840,0,false,1224596573,2025-11-11T06:40:26Z,"classical,classical piano,chamber music,orchestral,impressionism","Warner Classics",0.328,0.0904,6,-21.482,1,0.0396,0.991,0.889,0.0858,0.0395,78.775,3
spotify:track:2kyzsnTN6mL9gLQftW4AV4,"Brahms: 2 Rhapsodies, Op. 79: No. 2 in G Minor","Brahms: Paganini Variations, Op. 35, Intermezzi, Op. 117 & Rhapsodies, Op. 79","Johannes Brahms;François-René Duchâble",1990-01-01,392573,0,false,1224596573,2025-11-11T06:40:37Z,"classical,classical piano,chamber music,orchestral,impressionism","Warner Classics",0.377,0.0787,7,-23.012,0,0.0383,0.988,0.909,0.112,0.0597,108.93,4
spotify:track:6MZD0qRH4heB57zLsrTQTU,"Brahms: Theme and Variations in D Minor, Op. 18b","Brahms: Paganini Variations, Op. 35, Intermezzi, Op. 117 & Rhapsodies, Op. 79","Johannes Brahms;François-René Duchâble",1990-01-01,606706,0,false,1224596573,2025-11-11T06:40:46Z,"classical,classical piano,chamber music,orchestral,impressionism","Warner Classics",0.325,0.0672,2,-23.894,1,0.0371,0.994,0.897,0.1,0.0394,79.377,4
spotify:track:5h221ZrErdfKQFDiuCAdye,"Brahms: 3 Intermezzi, Op. 117: No. 3 in C-Sharp Minor","Brahms: Piano Concerto No. 1 & 3 Intermezzi, Op. 117","Johannes Brahms;Leif Ove Andsnes",1998-01-01,344600,1,false,1224596573,2025-11-11T06:41:59Z,"classical,classical piano,chamber music,orchestral,impressionism","Warner Classics",0.211,0.00547,1,-35.514,0,0.0616,0.993,0.923,0.121,0.0386,80.841,4
spotify:track:1Trr86uBbMnrSUZCe5gcng,"11 Variations On An Original Theme In D Major, Op. 21, No. 1: Variations On An Original Theme In D Major, Op. 21, No. 1","Brahms: Variations, Op. 21 / 5 Piano Studies","Johannes Brahms;Idil Biret",1994-02-08,969760,1,false,1224596573,2025-11-11T06:50:39Z,"classical,classical piano,chamber music,orchestral","Naxos",0.23,0.0369,2,-26.418,1,0.0392,0.992,0.927,0.0688,0.0929,69.488,4
spotify:track:6XA1nGSvof6xcVqnmBnbf1,"13 Variations On A Hungarian Song In D Major, Op. 21, No. 2: Variations On A Hungarian Song In D Major, Op. 21, No. 2","Brahms: Variations, Op. 21 / 5 Piano Studies","Johannes Brahms;Idil Biret",1994-02-08,394200,0,false,1224596573,2025-11-11T06:50:48Z,"classical,classical piano,chamber music,orchestral","Naxos",0.418,0.0937,2,-22.039,1,0.035,0.99,0.935,0.129,0.285,111.83,4
spotify:track:6Lw3BcSW8igkoRVgUAZZ30,"Variations on a Theme of Schumann in F sharp minor, Op. 9","Brahms: Variations Schumann, Waltz 39, Sonata 5","Johannes Brahms;Gerhard Oppitz",1990,949173,1,false,1224596573,2025-11-11T06:53:10Z,"classical,classical piano,chamber music,orchestral,japanese classical","RCA Red Seal",0.336,0.0512,11,-24.191,0,0.052,0.992,0.924,0.0967,0.0523,70.252,3
spotify:track:0OUfYv9dysSXYHxjuKUIlF,"Waltzes, Op. 39, Nos. 1-16","Brahms: Variations Schumann, Waltz 39, Sonata 5","Johannes Brahms;Gerhard Oppitz",1990,1185186,0,false,1224596573,2025-11-11T06:53:28Z,"classical,classical piano,chamber music,orchestral,japanese classical","RCA Red Seal",0.476,0.109,4,-21.474,1,0.0642,0.993,0.858,0.146,0.0652,67.975,4
spotify:track:5ZSgGsgrP0OhE3IVPqRTw0,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Theme","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,92000,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.429,0.00211,3,-42.187,1,0.0828,0.996,0.932,0.0923,0.327,137.193,4
spotify:track:1pb6H1AIjYVwQTdqHYbo0E,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 1","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,71200,2,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.312,0.0351,3,-30.536,1,0.0406,0.987,0.933,0.115,0.324,69.97,3
spotify:track:0m2NBDubXb5zmbGfzZFMV5,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 2","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,76133,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.43,0.487,3,-17.393,1,0.0382,0.989,0.887,0.144,0.71,141.306,4
spotify:track:2kYtdNYlWzjuKy5rPWBfbO,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 3","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,82800,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.392,0.184,3,-22.735,1,0.0386,0.99,0.894,0.171,0.514,125.577,4
spotify:track:6XaZDkInaRSBgPsnqL42OY,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 4","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,88066,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.413,0.00385,6,-37.3,1,0.0471,0.993,0.895,0.102,0.151,120.286,4
spotify:track:4HHfePA5pfNFh1YSlD9ARu,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 5","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,77626,2,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.396,0.0884,1,-27.38,0,0.0443,0.989,0.899,0.1,0.336,70.937,4
spotify:track:3Ic540Tseomg4zXLky7eBF,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 6","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,63373,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.343,0.282,3,-19.144,1,0.033,0.98,0.933,0.141,0.567,82.988,3
spotify:track:4uARRI2exBcUAdaqIc2JfM,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 7","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,72266,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.411,0.0823,3,-28.215,1,0.039,0.989,0.902,0.139,0.359,120.921,3
spotify:track:49Da5kcVLcB5o2o0hgczBU,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 8","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,49093,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.376,0.315,7,-20.887,0,0.0451,0.971,0.932,0.19,0.188,116.52,4
spotify:track:5EyAazFY6zhZ8sgHkLcgz0,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 9","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,106933,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.424,0.23,5,-17.35,0,0.0329,0.978,0.854,0.183,0.395,95.361,4
spotify:track:02yQbUvfUmwUID2s4amMcc,"Variations for Piano 4 Hands on a Theme by Schumann, Op. 23: Var. 10","Brahms: Piano Concerto No. 1; Variations on a Theme by Schumann","Johannes Brahms;András Schiff;Sir Georg Solti",1989-01-01,151800,1,false,1224596573,2025-11-11T06:55:04Z,"classical,classical piano,chamber music,orchestral,baroque,opera","Decca Music Group Ltd.",0.461,0.0732,3,-21.147,1,0.039,0.992,0.866,0.0891,0.256,135.09,4
