Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4SmJGZzBN2Jiev5XFmgP2H,"String Quartet No. 1 in C Minor, Op. 51, No. 1: I. Allegro","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,501000,7,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.379,0.234,0,-13.264,1,0.0418,0.944,0.116,0.0801,0.257,101.616,3
spotify:track:6ZqqIWCBKU6HUQU8oe3Ve6,"String Quartet No. 1 in C Minor, Op. 51, No. 1: II. Romanze (Poco adagio)","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,411968,6,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.127,0.0871,8,-18.633,1,0.0433,0.973,0.0798,0.096,0.0652,73.518,3
spotify:track:7Mm0qo8P4a2D8eR8hXMZ8k,"String Quartet No. 1 in C Minor, Op. 51, No. 1: III. Allegretto molto moderato e comodo - Un poco più animato","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,557000,6,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.183,0.11,5,-19.744,0,0.0475,0.977,0.0425,0.163,0.192,90.46,4
spotify:track:48r6Ec4qO6cpCXyGBlbOU0,"String Quartet No. 1 in C Minor, Op. 51, No. 1: IV. Allegro","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,341983,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.28,0.298,0,-10.499,0,0.0392,0.922,0.0203,0.308,0.335,94.607,4
spotify:track:6BKEWJIvsNd4icqEtjDO9e,"String Quartet No. 2 in A Minor, Op. 51, No. 2: I. Allegro non troppo","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,578000,6,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.231,0.166,9,-13.749,0,0.042,0.943,0.011,0.311,0.183,82.237,4
spotify:track:777UdwdE0zYDeJ3zJl7Xmf,"String Quartet No. 2 in A Minor, Op. 51, No. 2: II. Andante moderato","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,572000,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.198,0.136,9,-17.889,1,0.041,0.947,0.111,0.148,0.0771,103.059,4
spotify:track:78U5nqGNyWc1cCpDfxn7RU,"String Quartet No. 2 in A Minor, Op. 51, No. 2: III. Quasi minuetto, moderato - Allegretto vivace","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,326983,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.371,0.102,9,-19.321,0,0.0478,0.932,0.0224,0.0979,0.262,97.728,4
spotify:track:4MMhoLSpWThARGxSu2yFAq,"String Quartet No. 2 in A Minor, Op. 51, No. 2: IV. Finale (Allegro non assai - Più vivace)","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,398000,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.371,0.164,9,-12.085,0,0.0599,0.918,0.0213,0.0542,0.397,173.262,3
spotify:track:3G6ADT9MNOCsJoi7kkghON,"String Quartet No. 3 in B Flat Major, Op. 67: I. Vivace","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,459920,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.391,0.144,10,-13,1,0.0446,0.96,0.393,0.0711,0.324,142.761,3
spotify:track:6ICsLhQhuZFUfkhTvz9Jl8,"String Quartet No. 3 in B Flat Major, Op. 67: II. Andante","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,445906,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.127,0.133,5,-16.764,1,0.0451,0.941,0.637,0.237,0.0712,52.843,4
spotify:track:3WQMsyaaa7MF2eGv19kP5P,"String Quartet No. 3 in B Flat Major, Op. 67: III. Agitato (Allegretto non troppo)","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,458733,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.332,0.112,2,-17.568,0,0.0478,0.973,0.00171,0.0776,0.194,67.42,3
spotify:track:0AvbWDgTe7nY3RQEt74ufU,"String Quartet No. 3 in B Flat Major, Op. 67: IV. Poco allegretto con variazioni - Doppio movimento","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet",2003-01-01,568306,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.31,0.107,10,-15.477,1,0.0505,0.972,0.608,0.206,0.24,95.398,4
spotify:track:6AhOyCFRYkWUa8qbw5Jwr9,"Piano Quintet in F Minor, Op. 34: I. Allegro non troppo","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Christoph Eschenbach",2003-01-01,892560,6,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.335,0.144,1,-14.027,1,0.0425,0.958,0.575,0.076,0.131,110.934,4
spotify:track:7xeiUa26QsyBd98fO9ct3z,"Piano Quintet in F Minor, Op. 34: II. Andante, un poco adagio","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Christoph Eschenbach",2003-01-01,544666,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.232,0.11,8,-16.404,1,0.0418,0.965,0.419,0.0952,0.0393,81.043,3
spotify:track:7JzWXOLhE8lxjfHRLEYByF,"Piano Quintet in F Minor, Op. 34: III. Scherzo (Allegro)","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Christoph Eschenbach",2003-01-01,443133,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.444,0.289,0,-12.532,1,0.0461,0.944,0.742,0.0904,0.357,127.951,4
spotify:track:3za07wov4CCtasCAhEdnpe,"Piano Quintet in F Minor, Op. 34: IV. Finale (poco sostenuto - Allegro non troppo)","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Christoph Eschenbach",2003-01-01,600160,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.3,0.16,1,-13.438,1,0.0434,0.962,0.586,0.0733,0.126,74.932,4
spotify:track:3AazgbDa0lkVsbLu5EyR2I,"String Quintet No. 1 in F Major, Op. 88: I. Allegro non troppo, ma con brio","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Cecil Aronowitz;Amadeus Quartet",2003-01-01,607666,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.318,0.182,5,-15.588,1,0.0463,0.918,0.585,0.0896,0.196,130.154,4
spotify:track:3zpD0TmLiEclGtoLJSsAn2,"String Quintet No. 1 in F Major, Op. 88: II. Grave ed appassionato - Allegretto vivace - Tempo I - Presto","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Cecil Aronowitz;Amadeus Quartet",2003-01-01,628066,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.237,0.146,9,-19.239,1,0.0403,0.945,0.769,0.145,0.0871,96.754,4
spotify:track:1IRyCf9imZexOLUopNlf4y,"String Quintet No. 1 in F Major, Op. 88: III. Allegro energico","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Cecil Aronowitz;Amadeus Quartet",2003-01-01,297333,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.415,0.329,0,-12.607,1,0.0427,0.918,0.784,0.0625,0.608,113.908,4
spotify:track:43pgErzFMRpK6vAht9DN0y,"String Quintet No. 2 in G Major, Op. 111: I. Allegro non troppo, ma con brio","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Cecil Aronowitz;Amadeus Quartet",2003-01-01,587586,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.194,0.187,7,-16.422,1,0.0387,0.895,0.405,0.0848,0.165,84.536,4
spotify:track:34EATrzKQjCKnEyx8VrKjs,"String Quintet No. 2 in G Major, Op. 111: II. Adagio","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Cecil Aronowitz;Amadeus Quartet",2003-01-01,338280,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.167,0.115,5,-19.466,1,0.0403,0.876,0.563,0.124,0.102,88.097,3
spotify:track:6qD589IyiOTYRr6HTW8oz8,"String Quintet No. 2 in G Major, Op. 111: III. Un poco allegretto","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Cecil Aronowitz;Amadeus Quartet",2003-01-01,300253,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.211,0.145,5,-20.519,0,0.0541,0.911,0.363,0.136,0.141,140.917,3
spotify:track:7qv53GeFaxoSpsn8TAcNDx,"String Quintet No. 2 in G Major, Op. 111: IV. Vivace ma non troppo presto","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Cecil Aronowitz;Amadeus Quartet",2003-01-01,273813,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.374,0.231,7,-15.525,1,0.0572,0.914,0.277,0.274,0.263,129.443,4
spotify:track:58UWZJ7LaUD3X3NG1Wscj1,"Clarinet Trio in A Minor, Op. 114: I. Allegro","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Christoph Eschenbach;Karl Leister;Georg Donderer",2003-01-01,451440,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral,concerto","Deutsche Grammophon (DG)",0.265,0.0964,9,-17.803,0,0.036,0.99,0.821,0.0898,0.067,132.043,4
spotify:track:22r2ZSPRiAfOJlOllmokDS,"Clarinet Trio in A Minor, Op. 114: II. Adagio","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Christoph Eschenbach;Karl Leister;Georg Donderer",2003-01-01,495706,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral,concerto","Deutsche Grammophon (DG)",0.0789,0.0323,2,-23.317,1,0.0447,0.989,0.616,0.0863,0.0504,54.166,4
spotify:track:6zkjhjpHv1CPPJBLD5fmZz,"Clarinet Trio in A Minor, Op. 114: III. Andantino grazioso","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Christoph Eschenbach;Karl Leister;Georg Donderer",2003-01-01,325266,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral,concerto","Deutsche Grammophon (DG)",0.272,0.0662,9,-20.754,1,0.0377,0.992,0.776,0.0746,0.127,115.633,3
spotify:track:1a9WQArNwAcYUqEJwpzqTl,"Clarinet Trio in A Minor, Op. 114: IV. Finale. Allegro","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Christoph Eschenbach;Karl Leister;Georg Donderer",2003-01-01,273346,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral,concerto","Deutsche Grammophon (DG)",0.31,0.113,9,-16.581,0,0.0351,0.986,0.725,0.116,0.197,99.143,4
spotify:track:6ySYr735HAWoHIFbTmKJer,"Clarinet Quintet in B Minor, Op. 115: I. Allegro","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Karl Leister;Amadeus Quartet",2003-01-01,738826,5,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral,concerto","Deutsche Grammophon (DG)",0.202,0.141,11,-16.509,0,0.0384,0.955,0.7,0.314,0.13,70.914,3
spotify:track:4kcrGjcY7xZgouZXvsM0lL,"Clarinet Quintet in B Minor, Op. 115: II. Adagio","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Karl Leister;Amadeus Quartet",2003-01-01,665786,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral,concerto","Deutsche Grammophon (DG)",0.104,0.0295,7,-22.333,1,0.0428,0.979,0.718,0.106,0.0379,87.047,4
spotify:track:7dlkxOkBY1844WjsnhlufD,"Clarinet Quintet in B Minor, Op. 115: III. Andantino - Presto non assai, ma con sentimento","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Karl Leister;Amadeus Quartet",2003-01-01,276933,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral,concerto","Deutsche Grammophon (DG)",0.366,0.172,2,-17.763,1,0.0411,0.975,0.482,0.144,0.271,105.785,4
spotify:track:78MUsOyxjny6XCMBe7sOYb,"Clarinet Quintet in B Minor, Op. 115: IV. Con moto","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Karl Leister;Amadeus Quartet",2003-01-01,502453,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral,concerto","Deutsche Grammophon (DG)",0.214,0.127,11,-19.539,0,0.0435,0.973,0.622,0.0988,0.17,140.377,4
spotify:track:6Rx1nds5YYeOYO7Z2DdVS2,"String Sextet No. 1 in B Flat Major, Op. 18: I. Allegro ma non troppo","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Cecil Aronowitz;William Pleeth",2003-01-01,697453,6,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.177,0.134,5,-19.371,1,0.0494,0.945,0.788,0.139,0.152,84.544,4
spotify:track:54P2LDdeMvR8F989MWhkyj,"String Sextet No. 1 in B-Flat Major, Op. 18: II. Andante ma moderato","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Cecil Aronowitz;William Pleeth",2003-01-01,540613,6,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.188,0.141,0,-18.282,1,0.0447,0.94,0.886,0.114,0.166,86.764,4
spotify:track:1jZWYIcLovg9k4oJORCQWA,"String Sextet No. 1 in B Flat Major, Op. 18: III. Scherzo (Allegro molto)","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Cecil Aronowitz;William Pleeth",2003-01-01,186493,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.496,0.255,5,-15.019,1,0.0411,0.93,0.317,0.128,0.562,108.133,4
spotify:track:0zwfa9WbmgOAxe8rnoVmVb,"String Sextet No. 1 in B Flat Major, Op. 18: IV. Rondo (Poco allegretto e grazioso)","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Cecil Aronowitz;William Pleeth",2003-01-01,579520,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.305,0.131,10,-17.116,1,0.0419,0.926,0.264,0.153,0.224,104.399,4
spotify:track:2C95pQKH2E87ERaupkNsEw,"String Sextet No. 2 in G Major, Op. 36: I. Allegro non troppo","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Cecil Aronowitz;William Pleeth",2003-01-01,855706,4,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.186,0.103,2,-18.947,1,0.0425,0.849,0.691,0.0901,0.149,90.737,3
spotify:track:5BYcuZrD2Z9kITFEXDV24j,"String Sextet No. 2 in G Major, Op. 36: II. Scherzo (Allegro non troppo)","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Cecil Aronowitz;William Pleeth",2003-01-01,428333,2,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.296,0.123,7,-19.267,1,0.0461,0.877,0.535,0.35,0.303,97.217,4
spotify:track:2Qy5TqOqD9XEAaUX7njYPh,"String Sextet No. 2 in G Major, Op. 36: III. Poco adagio","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Cecil Aronowitz;William Pleeth",2003-01-01,513280,3,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.189,0.125,4,-22.438,0,0.0466,0.739,0.502,0.376,0.13,81.743,4
spotify:track:0HrDd7f9B9vSf6zLG4p6M9,"String Sextet No. 2 in G Major, Op. 36: IV. Poco allegro","Brahms: Complete String Quartets, Quintets & Sextets","Johannes Brahms;Amadeus Quartet;Cecil Aronowitz;William Pleeth",2003-01-01,538346,2,false,1224596573,2012-08-30T16:34:15Z,"classical,classical piano,chamber music,orchestral","Deutsche Grammophon (DG)",0.23,0.187,7,-20.457,1,0.0481,0.843,0.545,0.478,0.363,75.781,4
spotify:track:4XEb6hwjw4vQzYNW14QZBd,"Piano Quartet No. 1 in G Minor, Op. 25: I. Allegro","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,817906,16,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.307,0.0754,7,-21.96,0,0.0395,0.974,0.412,0.0888,0.0915,118.546,4
spotify:track:1Bl4VlkQ0pVALvL2rHFSZa,"Piano Quartet No. 1 in G Minor, Op. 25: II. Intermezzo. Allegro ma non troppo - Trio. Animato","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,484533,13,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.316,0.0281,5,-29.198,0,0.0438,0.977,0.526,0.061,0.11,114.897,3
spotify:track:4F2VF7rQSTqRLXkCr9fufo,"Piano Quartet No. 1 in G Minor, Op. 25: III. Andante con moto - Animato","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,612560,13,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.219,0.0608,3,-22.235,1,0.0368,0.965,0.693,0.171,0.13,93.145,4
spotify:track:74AjmxGdJsbhl2JuLFeAYf,"Piano Quartet No. 1 in G Minor, Op. 25: IV. Rondo alla zingarese. Presto - Meno presto - Molto presto","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,484826,17,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.348,0.17,7,-18.822,0,0.0523,0.975,0.891,0.133,0.365,68.396,4
spotify:track:77N2CgVKAqVKDhkSg2Mkpg,"Piano Quartet No. 2 in A Major, Op. 26: I. Allegro non troppo","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,1005933,11,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.322,0.0648,9,-21.251,1,0.0406,0.973,0.507,0.0614,0.147,134.141,5
spotify:track:7hoyAH3QP6sz2UFnVAJdPc,"Piano Quartet No. 2 in A Major, Op. 26: II. Poco adagio","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,771400,8,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.146,0.0291,11,-26.071,1,0.0412,0.962,0.484,0.0685,0.0387,93.737,4
spotify:track:61zZK8f1wT65jZJprbPpHE,"Piano Quartet No. 2 in A Major, Op. 26: III. Scherzo. Poco allegro - Trio","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,699866,8,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.318,0.079,9,-22.385,1,0.0379,0.977,0.261,0.185,0.419,81.119,4
spotify:track:13iqGfVZqcPJqJpCaTgQRX,"Piano Quartet No. 2 in A Major, Op. 26: IV. Finale. Allegro","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,655106,7,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.342,0.124,9,-20.143,1,0.0376,0.954,0.613,0.0954,0.224,94.974,4
spotify:track:3K5giegw3M3yNpbJ0JxH2q,"Piano Quartet No. 3 in C Minor, Op. 60: I. Allegro ma non troppo","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,655066,16,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.286,0.0707,0,-20.265,0,0.0411,0.946,0.187,0.108,0.0775,97.924,4
spotify:track:6go42KfFtXKgtF6Qq94jmk,"Piano Quartet No. 3 in C Minor, Op. 60: II. Scherzo. Allegro","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,252426,13,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.498,0.172,5,-19.213,1,0.045,0.955,0.314,0.0721,0.271,121.162,4
spotify:track:1MwZe2CdiTAA6DPFPUU4qP,"Piano Quartet No. 3 in C Minor, Op. 60: III. Andante","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,548960,17,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.175,0.0483,11,-25.826,1,0.0477,0.94,0.207,0.184,0.0543,103.181,4
spotify:track:1qkueMkZ4vdRDCphysXE8Z,"Piano Quartet No. 3 in C Minor, Op. 60: IV. Allegro comodo","Brahms: Piano Quartets (Remastered)","Johannes Brahms;Yo-Yo Ma;Emanuel Ax;Isaac Stern;Jaime Laredo",1990,657133,16,false,,2012-08-30T16:35:08Z,"classical,classical piano,chamber music,orchestral,baroque,concerto","Sony Classical",0.199,0.0861,0,-21.84,0,0.0417,0.939,0.245,0.162,0.19,91.936,4
spotify:track:05Bw4dhfkxzDxLEgepf0QC,"Piano Trio No. 1 in B Major, Op. 8: I. Allegro con brio","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,847880,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.253,0.134,11,-18.802,1,0.0404,0.969,0.663,0.078,0.0903,103.84,4
spotify:track:4MnECeIhgRVT1sy5OaTZKk,"Piano Trio No. 1 in B Major, Op. 8: II. Scherzo. Allegro molto","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,391213,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.329,0.184,11,-17.823,1,0.0443,0.969,0.779,0.0827,0.175,159.049,3
spotify:track:2SaEerP6RhMDlKM9eoUA3O,"Piano Trio No. 1 in B Major, Op. 8: III. Adagio","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,461920,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.208,0.0257,11,-27.133,1,0.0417,0.975,0.31,0.0951,0.0376,90.566,4
spotify:track:0jLC6OV0yI2HFRgHuAdwq5,"Piano Trio No. 1 in B Major, Op. 8: IV. Allegro","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,403533,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.265,0.153,11,-16.749,0,0.0389,0.978,0.637,0.0938,0.087,84.585,3
spotify:track:0c6lNlVWn5RhZJ7byiuPZf,"Piano Trio No. 2 in C Major Op. 87: I. Allegro","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,534760,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.21,0.138,0,-17.073,1,0.0411,0.982,0.521,0.0535,0.0737,83.586,3
spotify:track:2SbeevV87FH38W74Sq6BqH,"Piano Trio No. 2 in C Major Op. 87: II. Andante con moto","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,464360,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.259,0.0943,9,-20.248,0,0.0441,0.981,0.402,0.0825,0.0763,126.181,4
spotify:track:6ljCO0y7iHvGbMXPH9TuGf,"Piano Trio No. 2 in C Major Op. 87: III. Scherzo. Presto","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,294760,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.233,0.147,0,-18.725,1,0.0388,0.976,0.6,0.101,0.172,155.04,3
spotify:track:1KiO6XzLipvnBegrv6Cv0s,"Piano Trio No. 2 in C Major Op. 87: IV. Finale. Allegro giocoso","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,381880,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.303,0.14,9,-18.443,0,0.0416,0.979,0.745,0.0934,0.206,78.343,4
spotify:track:2pT6x5hkGHb33V7OylZIyJ,"Piano Trio No. 3 in C Minor, Op. 101: I. Allegro energico","Brahms, J.: Piano Trios Nos. 1-3 / Clarinet Trio","Johannes Brahms;Trio Ex Aequo",2008-01-01,412480,0,false,,2012-08-30T16:36:16Z,"classical,classical piano,chamber music,orchestral","Genuin",0.323,0.126,0,-17.384,0,0.0408,0.987,0.634,0.0769,0.138,117.488,3
